,name,model,price,color,fuel_type,origin_car,car_license,lime_type,glass,motor_power,car_speedometer,passengers,payment_method,displayed,ex_owners,additional_info,insurance_third,supplementary_body,total,ads_status,ads_start_data,ads_end_data
4876,سكودا سوبيرب,2005,45000,أبيض ,ديزل ,عمومي ,فلسطينية ,اوتوماتيك ,الكتروني ,1900 ,100000 ,4+1 ,إمكانية التقسيط ,للبيع فقط ,٥ ,"مُكيّف,إغلاق مركزي,مسجل CD,جنطات مغنيسيوم,وسادة حماية هوائية",1340,1000,2340,منتهي,2021-06-27,2021-08-26
4877,سكودا اوكتافيا,2009,38500,أبيض ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1900 ,530000 ,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,. ,"مُكيّف,إغلاق مركزي,مسجل CD,وسادة حماية هوائية",1340,1000,2340,منتهي,2021-07-04,2021-07-19
4878,فولكسفاجن جولف,2008,58000,أسود ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600 ,175000 ,4+1 ,نقدا فقط ,للبيع فقط ,يد ثانية  ,"مُكيّف,إغلاق مركزي,وسادة حماية هوائية",1340,1016,2355,منتهي,2021-06-27,2021-08-26
4879,اوبل كورسا,2017,50000,أزرق ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400 ,120 ,4+1 ,نقدا فقط ,للبيع فقط ,3 ,"مُكيّف,إغلاق مركزي,جنطات مغنيسيوم,وسادة حماية هوائية",1035,1000,2035,منتهي,2021-06-28,2021-08-27
4880,ميتسوبيشي جالانت,1996,17000,فيراني ,بنزين ,حكومي ,فلسطينية ,عادي ,الكتروني ,1800 ,,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,4 ,"مسجل CD,فتحة سقف,جنطات مغنيسيوم",670,500,1170,منتهي,2021-06-28,2021-07-18
4881,بي ام دبليو x4,2015,220000,أبيض ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,90000 ,4+1 ,نقدا فقط ,للبيع فقط ,1 ,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية",1340,3851,5190,منتهي,2021-06-28,2021-07-13
4882,دايو سوبر رايسر,1995,4000,أخضر ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1500 ,0010000001 ,4+1 ,نقدا فقط ,للبيع فقط ,3 ,"إغلاق مركزي,جهاز إنذار,مسجل CD,فرش جلد,وسادة حماية هوائية",517,500,1017,منتهي,2021-06-29,2021-08-28
4883,اوبل استرا,2006,35000,فضي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600 ,,,نقدا فقط ,للبيع أو التبديل ,,"مُكيّف,إغلاق مركزي,مسجل CD,جنطات مغنيسيوم,وسادة حماية هوائية",1340,1000,2340,منتهي,2021-06-29,2021-08-28
4884,فولكسفاجن بولو,2014,50000,أزرق ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1200 ,118000 ,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,2 ,"مُكيّف,جهاز إنذار,مسجل CD",1035,1000,2035,منتهي,2021-06-29,2021-08-28
4885,كيا سورينتو,2017,117000,أبيض ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2200 ,113000 ,4+1 ,نقدا فقط ,للبيع فقط ,1 ,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد",1690,2048,3738,منتهي,2021-07-04,2021-09-02
4886,هونداي i30,2015,63000,أسود ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,100000 ,4+1 ,إمكانية التقسيط ,للبيع فقط ,2 ,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فرش جلد",1340,1103,2443,منتهي,2021-06-29,2021-08-28
4887,نيسان وينر,2014,105000,أبيض عاجي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,180000 ,6+1 ,نقدا فقط ,للبيع فقط ,يد اولى ,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية",1340,1838,3178,منتهي,2021-06-30,2021-08-29
4888,فولكسفاجن كرافيل,2000,35000,أبيض ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,2500 ,00000 ,7+1 ,إمكانية التقسيط ,للبيع أو التبديل ,,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية",845,500,1345,منتهي,2021-06-30,2021-08-29
4889,فولكسفاجن تيجوان,2010,90000,أبيض ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,20000 ,4+1 ,إمكانية التقسيط ,للتبديل فقط ,٣ ,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية",1340,1576,2915,منتهي,2021-06-30,2021-08-29
4890,فولكسفاجن تيجوان,2018,125000,فضي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400 ,65000 ,4+1 ,نقدا فقط ,للبيع أو التبديل ,اولى ,"مُكيّف,إغلاق مركزي,مسجل CD,جنطات مغنيسيوم,وسادة حماية هوائية",1035,2188,3223,منتهي,2021-06-30,2021-07-20
4891,كيا سورينتو,2007,48000,أسود ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,240 ,18000 ,6+1 ,نقدا فقط ,للبيع أو التبديل ,ثالثة ,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية",935,1000,1935,منتهي,2021-06-30,2021-08-29
4892,مرسيدس 412,1999,90000,أبيض ,ديزل ,تجاري ,فلسطينية ,عادي ,الكتروني ,2500 ,65288 ,6+1 ,إمكانية التقسيط ,للبيع فقط ,4 ,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD",845,788,1632,منتهي,2021-07-01,2021-08-30
4893,هونداي سوناتا,2013,68500,رمادي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2400 ,9000 ,4+1 ,نقدا فقط ,للبيع فقط ,2 ,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية",1690,1199,2889,منتهي,2021-07-03,2021-08-12
4894,كيا سيراتو,2017,85000,سكني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,72000 ,4+1 ,نقدا فقط ,للبيع فقط ,يد اولى ,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية",1340,1488,2828,منتهي,2021-07-03,2021-09-01
4895,فولكسفاجن كادي,2016,95000,كحلي ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,2000 ,100000 ,6+1 ,إمكانية التقسيط ,للبيع أو التبديل ,,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,جنطات مغنيسيوم,وسادة حماية هوائية",1340,1663,3003,منتهي,2021-08-10,2021-10-09
4896,اوبل كورسا,2013,43000,فيراني ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400 ,,4+1 ,نقدا فقط ,للبيع فقط ,,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية",1035,1000,2035,منتهي,2021-07-03,2021-09-01
4897,كيا مورننغ,2019,53999,فيراني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1000 ,17000 ,,إمكانية التقسيط ,للبيع أو التبديل ,0 استيراد كوري  ,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية",935,1000,1935,منتهي,2021-07-04,2021-09-02
4898,سكودا كودياك,2017,165000,ذهبي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,35000 ,6+1 ,نقدا فقط ,للبيع فقط ,1 ,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية",1340,2888,4228,منتهي,2021-07-04,2021-09-02
4899,فولفو FL6,2000,110000,أبيض ,ديزل ,تجاري ,فلسطينية ,عادي ,الكتروني ,230 ,,2+1 ,إمكانية التقسيط ,للبيع فقط ,يد ثالثة ,"مُكيّف,مسجل CD,فتحة سقف",467,963,1430,منتهي,2021-07-05,2021-08-04
4900,كيا بيكانتو,2015,40500,أزرق ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1000 ,,4+1 ,إمكانية التقسيط ,للبيع فقط ,,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية",935,1000,1935,منتهي,2021-07-05,2021-09-03
4901,ميتسوبيشي L400,1999,25000,أبيض ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,2500 ,180000 ,7+1 ,إمكانية التقسيط ,للبيع فقط ,٢ ,"إغلاق مركزي,جهاز إنذار,مسجل CD",845,500,1345,منتهي,2021-07-05,2021-07-20
4902,ميتسوبيشي لانسر,2012,45000,أبيض ,بنزين ,تأجير ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,123356 ,4+1 ,إمكانية التقسيط ,للبيع فقط ,2 ,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,جنطات مغنيسيوم,وسادة حماية هوائية",1340,1000,2340,منتهي,2021-07-06,2021-07-21
4903,فولكسفاجن باسات,1998,24000,أزرق ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1900 ,390 ,4+1 ,نقدا فقط ,للبيع فقط ,يد ,"مُكيّف,إغلاق مركزي,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية",670,500,1170,منتهي,2021-07-06,2021-07-21
4904,تويوتا كورولا,2005,2800,أزرق سماوي ,بنزين ,خصوصي ,نمرة صفراء ,اوتوماتيك ,الكتروني ,1600 ,0000 ,4+1 ,نقدا فقط ,للبيع فقط ,٠٠٠٠٠ ,"مُكيّف,إغلاق مركزي,جهاز إنذار,وسادة حماية هوائية",1340,1000,2340,منتهي,2021-07-06,2021-09-04
4905,اوبل كورسا,2008,23000,رمادي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400 ,000 ,4+1 ,نقدا فقط ,للبيع فقط ,٣ ,"إغلاق مركزي,جهاز إنذار,مسجل CD,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية",1035,1000,2035,منتهي,2021-07-07,2021-07-26
4906,هونداي سانتافيه,2020,178000,أسود ميتالك ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,32000 ,6+1 ,نقدا فقط ,للبيع فقط ,غير منمر ,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية",1340,3116,4455,منتهي,2021-07-07,2021-09-05
4907,فولكسفاجن باسات,1997,22000,كحلي ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1800 ,190000 ,4+1 ,نقدا فقط ,للبيع أو التبديل ,يد ثانية ,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فرش جلد,وسادة حماية هوائية",670,500,1170,منتهي,2021-07-07,2021-09-05
4908,كيا برايد,2008,40000,أسود ,ديزل ,خصوصي ,فلسطينية ,عادي ,يدوي ,1500 ,200000 ,4+1 ,نقدا فقط ,للبيع فقط ,,"مُكيّف,جهاز إنذار,مسجل CD,فرش جلد",1035,1000,2035,منتهي,2021-07-08,2021-09-06
4909,هونداي i30,2008,43000,أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,100 ,4+1 ,إمكانية التقسيط ,للبيع فقط ,٣ ,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية",1340,1000,2340,منتهي,2021-07-08,2021-09-06
4910,سكودا اوكتافيا,2012,46000,أبيض ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1600 ,350000 ,4+1 ,نقدا فقط ,للبيع أو التبديل ,5 ,"إغلاق مركزي,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية",1340,1000,2340,منتهي,2021-07-08,2021-09-06
4911,نيسان وينر,1999,57000,أبيض ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,2500 ,0000000 ,4+1 ,نقدا فقط ,للبيع فقط ,ايد أولى  ,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية",845,500,1345,منتهي,2021-07-08,2021-09-06
4912,كيا سبورتاج,2017,114999,أبيض عاجي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,80000 ,4+1 ,نقدا فقط ,للبيع فقط ,٢ ,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية",1340,2013,3353,منتهي,2021-07-10,2021-07-25
4913,بي ام دبليو 320,2014,129000,فضي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,98000 ,4+1 ,إمكانية التقسيط ,للبيع فقط ,٢ ,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية",1340,2258,3598,منتهي,2021-07-10,2021-09-08
4914,كيا برايد,2009,37000,أزرق سماوي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400 ,,,إمكانية التقسيط ,للبيع أو التبديل ,,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية",1035,1000,2035,منتهي,2021-07-10,2021-09-08
4915,هونداي سانتافيه,2018,162000,أبيض ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,,6+1 ,إمكانية التقسيط ,للبيع أو التبديل ,,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية",1340,2836,4175,منتهي,2021-07-10,2021-09-08
4916,هونداي اكسنت,2019,85000,أبيض عاجي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,48 ,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,0 ,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية",1340,1488,2828,منتهي,2021-07-10,2021-09-08
4917,سكودا اوكتافيا,2012,65000,فيراني ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600 ,110000 ,4+1 ,نقدا فقط ,للبيع فقط ,يد ثالثه ,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية",1340,1138,2478,منتهي,2021-07-10,2021-09-08
4918,هونداي توسان,2008,35000,أسود ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,,4+1 ,نقدا فقط ,للبيع فقط ,,"مُكيّف,فتحة سقف,فرش جلد",1340,1000,2340,منتهي,2021-07-11,2021-09-09
4919,كيا مورننغ,2017,47000,أبيض ,بنزين ,خصوصي ,فلسطينية ,نصف اوتوماتيك ,الكتروني ,1000 ,77000 ,4+1 ,نقدا فقط ,للبيع فقط ,٢ ,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,جنطات مغنيسيوم,وسادة حماية هوائية",935,1000,1935,منتهي,2021-07-11,2021-07-28
4920,فيات باندا,2010,28000,ذهبي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1250 ,25880 ,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,4 ,"إغلاق مركزي,مسجل CD,فرش جلد,وسادة حماية هوائية",1035,1000,2035,منتهي,2021-07-12,2021-07-27
4921,دايو لانوس,1997,20000,سكني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1500 ,,,نقدا فقط ,للبيع فقط ,,"مُكيّف,جهاز إنذار,مسجل CD,جنطات مغنيسيوم",517,500,1017,منتهي,2021-07-12,2021-07-27
4922,بيجو 206+,2011,29000,أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400 ,95000 ,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,,"مُكيّف,مسجل CD,جنطات مغنيسيوم,وسادة حماية هوائية",1035,1000,2035,منتهي,2021-07-12,2021-09-06
4923,سكودا يتي,2011,83000,بني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,26000 ,,إمكانية التقسيط ,للبيع أو التبديل ,2 ,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية",1340,1453,2793,منتهي,2021-07-13,2021-09-11
4924,اوبل استرا,2006,28000,رمادي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600 ,144 ,4+1 ,نقدا فقط ,للبيع فقط ,٢ ,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,جنطات مغنيسيوم,وسادة حماية هوائية",1340,1000,2340,منتهي,2021-07-13,2021-09-11
